артикул,файл,дата,мин. % наценки,название,цена на сайте,цена закупки,рекомендованная цена,минимальная цена конкурента,код поставщика,220 вольт,все инструменты,беру,кувалда,леруа мерлен,технопоинт,арсенал трейдинг,ситилинк,ozon
24877,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita 3709,5759,5152,5759,,174897,,,,,,,,,
24878,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita 3710,6289,5588,6289,,174898,,,,,,,,,
24880,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita PJ 7000,16569,14565,16569,,174852,,,,,,,,,
24883,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita RP 0910,17400,13964,17400,,121716,,,,,,,,,
24881,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita RP 0900,7949,7263,7949,,161496,,,,,,,,,
24882,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita RP 0900 K,8800,7910,8800,,171172,,,,,,,,,
24884,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita RP 1110 C,20159,17811,20159,,121717,,,,,,,,,
24885,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita RP 1800 F,20800,18701,20800,,158317,,,,,,,,,
24886,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita RP 1801 F,20279,18378,20279,,178307,,,,,,,,,
24887,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita RP 2300 FC,22200,20502,22200,,158650,,,,,,,,,
24888,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita RP 2301 FCX,24600,22305,24600,,175321,,,,,,,,,
24889,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita RT 0700 C,6979,6462,6979,,171192,,,,,,,,,
24890,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita RT 0700 CX2,13119,12105,13119,,171195,,,,,,,,,
24993,makita (электроинструмент),20190703 18-22-52,5,Циркулярная пила Makita 5603 R,10259,7199,10259,,110776,,,,,,,,,
24995,makita (электроинструмент),20190703 18-22-52,5,Циркулярная пила Makita 5604 R,6839,5605,6839,,120085,,,,,,,,,
24996,makita (электроинструмент),20190703 18-22-52,5,Циркулярная пила Makita 5604 RK,7970,6375,7970,,159712,,,,,,,,,
25000,makita (электроинструмент),20190703 18-22-52,5,Циркулярная пила Makita 5705 R,10739,8838,10739,,124347,,,,,,,,,
25002,makita (электроинструмент),20190703 18-22-52,5,Циркулярная пила Makita 5903 R,17000,13230,17000,,116162,,,,,,,,,
25003,makita (электроинструмент),20190703 18-22-52,5,Циркулярная пила Makita 5903 RK,18129,15297,18129,,137097,,,,,,,,,
13314,makita (электроинструмент),20190703 18-22-52,5,Бороздодел Makita SG 1251 J,30759,28095,30759,,183117,,,,,,,,,
25178,makita (электроинструмент),20190703 18-22-52,5,Шуруповерт Makita 6802 BV ,8990,7373,8990,,119997,,,,,,,,,
25186,makita (электроинструмент),20190703 18-22-52,5,Шуруповерт Makita 6844 ,15119,14391,15119,,176836,,,,,,,,,
25188,makita (электроинструмент),20190703 18-22-52,5,Шуруповерт Makita FS 2300,7219,5447,7219,,164257,,,,,,,,,
25189,makita (электроинструмент),20190703 18-22-52,5,Шуруповерт Makita FS 2700,7769,6998,7769,,180220,,,,,,,,,
25190,makita (электроинструмент),20190703 18-22-52,5,Шуруповерт Makita FS 4000,6669,6178,6669,,164323,,,,,,,,,
25191,makita (электроинструмент),20190703 18-22-52,5,Шуруповерт Makita FS 4000 K ,7449,5661,7449,,170043,,,,,,,,,
25192,makita (электроинструмент),20190703 18-22-52,5,Шуруповерт Makita FS 4300 ,6719,6176,6719,,168157,,,,,,,,,
25193,makita (электроинструмент),20190703 18-22-52,5,Шуруповерт Makita FS 6300,7129,6095,7129,,167505,,,,,,,,,
25195,makita (электроинструмент),20190703 18-22-52,5,Шуруповерт Makita TD 0101,5189,4047,5189,,162488,,,,,,,,,
25197,makita (электроинструмент),20190703 18-22-52,5,Шуруповерт Makita TD 0101 F,5299,4922,5299,,168544,,,,,,,,,
25217,makita (электроинструмент),20190703 18-22-52,5,Щеточная шлифовальная машина Makita 9741,27139,24303,27139,,120108,,,,,,,,,
25278,makita (электроинструмент),20190703 18-22-52,5,Эксцентриковая шлифовальная машина Makita ВО 5010 ,4859,3995,4859,,117080,,,,,,,,,
25275,makita (электроинструмент),20190703 18-22-52,5,Эксцентриковая шлифовальная машина Makita BO 6030,14319,13059,14319,,134435,,,,,,,,,
25276,makita (электроинструмент),20190703 18-22-52,5,Эксцентриковая шлифовальная машина Makita BO 6040,22989,20298,22989,,128651,,,,,,,,,
25269,makita (электроинструмент),20190703 18-22-52,5,Эксцентриковая шлифовальная машина Makita BO 5030,5050,4606,5050,,156409,,,,,,,,,
25270,makita (электроинструмент),20190703 18-22-52,5,Эксцентриковая шлифовальная машина Makita BO 5030 K,5569,4851,5569,,169566,,,,,,,,,
25271,makita (электроинструмент),20190703 18-22-52,5,Эксцентриковая шлифовальная машина Makita BO 5031,5799,5143,5799,,156696,,,,,,,,,
25272,makita (электроинструмент),20190703 18-22-52,5,Эксцентриковая шлифовальная машина Makita BO 5031 K,6319,5718,6319,,169771,,,,,,,,,
25273,makita (электроинструмент),20190703 18-22-52,5,Эксцентриковая шлифовальная машина Makita BO 5040,7069,6066,7069,,166218,,,,,,,,,
25274,makita (электроинструмент),20190703 18-22-52,5,Эксцентриковая шлифовальная машина Makita BO 5041,7619,7058,7619,,166219,,,,,,,,,
25277,makita (электроинструмент),20190703 18-22-52,5,Эксцентриковая шлифовальная машина Makita BO 6050 J ,24359,21977,24359,,186115,,,,,,,,,
7404,makita (электроинструмент),20190703 18-22-52,5,Аккумуляторная дрель Makita DDF 483 SYE,18990,14341,18990,,190479,,,,,,,,,
8167,makita (электроинструмент),20190703 18-22-52,5,Аккумуляторный перфоратор Makita DHR 202 RF,9490,8512,9490,,190924,,,,,,,,,
7760,makita (электроинструмент),20190703 18-22-52,5,Аккумуляторная угловая шлифовальная машина Makita DGA 504 RF,10990,8978,10990,,190925,,,,,,,,,
7388,makita (электроинструмент),20190703 18-22-52,5,Аккумуляторная дрель Makita DDF 453 SYX4,9009,7628,9009,,190496,,,,,,,,,
7389,makita (электроинструмент),20190703 18-22-52,5,Аккумуляторная дрель Makita DDF 453 SYX5,8099,6093,8099,,190497,,,,,,,,,
7423,makita (электроинструмент),20190703 18-22-52,5,Аккумуляторная дрель Makita DF 332 DWAE,12799,11450,12799,,181989,,,,,,,,,
25194,makita (электроинструмент),20190703 18-22-52,5,Шуруповерт Makita TD 0100,5490,4720,5490,,171019,,,,,,,,,
18814,makita (электроинструмент),20190703 18-22-52,5,Торцовая пила Makita LS 1019,48989,39909,48989,,191172,,,,,,,,,
23482,makita (электроинструмент),20190703 18-22-52,5,Торцовая пила Makita LS 1019 L,49990,41542,49990,,191173,,,,,,,,,
22427,makita (электроинструмент),20190703 18-22-52,5,Торцовая пила Makita LS 1219 ,66579,46277,66579,,191690,,,,,,,,,
38797,makita (электроинструмент),20190703 18-22-52,5,Эксцентриковая шлифовальная машина Makita BO 5041 K ,9009,7598,9009,,169567,,,,,,,,,
24039,makita (электроинструмент),20190703 18-22-52,5,Угловая шлифовальная машина Makita 9558 HPG,5590,4808,5590,,190917,,,,,,,,,
47644,makita (электроинструмент),20190703 18-22-52,5,Набор Makita Makpac DC18RC 1шт BL1850B 2шт 198311-6,16590,11252,16590,,198311-6,,,,,,,,,
59816,makita (электроинструмент),20190703 18-22-52,5,Угловая шлифовальная машина Makita 9565 PCV,9490,7686,9490,,191168,,,,,,,,,
59825,makita (электроинструмент),20190703 18-22-52,5,Угловая шлифовальная машина Makita GA 6040 R,7399,6471,7399,,182521,,,,,,,,,
59824,makita (электроинструмент),20190703 18-22-52,5,Угловая шлифовальная машина Makita GA 5040 R,6929,6212,6929,,190933,,,,,,,,,
59822,makita (электроинструмент),20190703 18-22-52,5,Пила дисковая Makita HS 7600,7790,6708,7790,,191171,,,,,,,,,
11794,makita (электроинструмент),20190703 18-22-52,5,Дрель Makita HP 1631 KX2,5190,4489,5190,,178701,,,,,,,,,
21901,makita (электроинструмент),20190703 18-22-52,5,Перфоратор Makita HR 2460,8909,6747,8909,,152028,,,,,,,,,
178670,makita (электроинструмент),20190703 18-22-52,5,,NaN,NaN,NaN,,178670,,,,,,,,,
174904,makita (электроинструмент),20190703 18-22-52,5,,NaN,NaN,NaN,,174904,,,,,,,,,
159796,makita (электроинструмент),20190703 18-22-52,5,,NaN,NaN,NaN,,159796,,,,,,,,,
7400,makita (электроинструмент),20190703 18-22-52,5,Аккумуляторная дрель Makita DDF 481 RTE,29239,26719,29239,,180855,,,,,,,,,
62311,makita (электроинструмент),20190703 18-22-52,5,Аккумулятор Makita 197280-8,6169,4002,6169,,197280-8,,,,,,,,,
62312,makita (электроинструмент),20190703 18-22-52,5,Пила дисковая Makita DHS 680 Z,17809,15196,17809,,181946,,,,,,,,,
62314,makita (электроинструмент),20190703 18-22-52,5,Фрезер Makita DRT 50 Z ,11490,9210,11490,,190929,,,,,,,,,
61248,makita (электроинструмент),20190703 18-22-52,5,Аккумулятор Makita BL1830 18В 3Ач Li-ion с индикатором 197599-5,4069,2423,4069,,197599-5,,,,,,,,,
62764,makita (электроинструмент),20190703 18-22-52,5,Аккумуляторная дисковая пила Makita DSS 610 RF,10586,8142,10586,,194090,,,,,,,,,
62767,makita (электроинструмент),20190703 18-22-52,5,Аккумуляторный шуруповерт Makita DTD 170 Z,12339,10267,12339,,183999,,,,,,,,,
62766,makita (электроинструмент),20190703 18-22-52,5,Аккумуляторный шуруповерт Makita DTD 152 Z,5190,4035,5190,,182517,,,,,,,,,
62765,makita (электроинструмент),20190703 18-22-52,5,Аккумуляторная дрель Makita DDF 485 Z,6949,4916,6949,,192960,,,,,,,,,
